r_object_id,object_name,r_object_type,i_folder_id,r_folder_path,r_creator_name,r_creation_date,document_type,title
0902cba082e159aa,iom to ho_eol_biswanath mukhi_0001.pdf,edmapp_letter_document,0b02cba082e15941,/Letter/4241-2024-25,Jyotirmaya Das,"01/05/2024, 3:24:27 PM",Main Letter,4241/2024-25
