r_object_id,object_name,r_object_type,i_folder_id,r_folder_path,r_creator_name,r_creation_date,document_type,title
0902cba082e13a8f,Berhampore CCB.pdf,edmapp_letter_document,0b02cba082e13be6,/Letter/4227-2024-25,Binodini Behera,"01/05/2024, 12:25:46 PM",Main Letter,4227/2024-25
