r_object_id,object_name,r_object_type,i_folder_id,r_folder_path,r_creator_name,r_creation_date,document_type,title
0902cba082e175d4,MDO - April 2024 - HRMD.pdf,edmapp_letter_document,0b02cba082e17491,/Letter/4287-2024-25,Narendra Pratap Singh,"01/05/2024, 6:06:15 PM",Main Letter,4287/2024-25
0902cba082e175d5,Annexure I - April 2024.pdf,edmapp_letter_document,0b02cba082e17491,/Letter/4287-2024-25,Narendra Pratap Singh,"01/05/2024, 6:06:34 PM",Attachment,4287/2024-25
