r_object_id,object_name,r_object_type,i_folder_id,r_folder_path,r_creator_name,r_creation_date,document_type,title
0902cba082e142e7,Balasore Bhadrak CCB.pdf,edmapp_letter_document,0b02cba082e13be9,/Letter/4233-2024-25,Binodini Behera,"01/05/2024, 12:41:50 PM",Main Letter,4233/2024-25
