r_object_id,object_name,r_object_type,i_folder_id,r_folder_path,r_creator_name,r_creation_date,document_type,title
0902cba082e16e32,MDO- April 2024.pdf,edmapp_letter_document,0b02cba082e17490,/Letter/4286-2024-25,Narendra Pratap Singh,"01/05/2024, 6:02:12 PM",Main Letter,4286/2024-25
0902cba082e175d3,Annexure I - April 2024.pdf,edmapp_letter_document,0b02cba082e17490,/Letter/4286-2024-25,Narendra Pratap Singh,"01/05/2024, 6:02:33 PM",Attachment,4286/2024-25
